aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,0,0.0591,0.0014351828722283244
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,1,0.0475,0.0019570421427488327
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,2,0.069,0.002387477783486247
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,3,0.0359,0.0027676995377987623
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,4,0.0348,0.003115118248388171
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,5,0.0292,0.0034331115894019604
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,6,0.0461,0.003732701065018773
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,7,0.0371,0.004011137876659632
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,8,0.027,0.004274086561053991
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,9,0.0301,0.004525864962488413
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,10,0.0396,0.004767727572470903
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,11,0.0246,0.004997569601982832
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,12,0.0295,0.005221412982791662
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,13,0.0218,0.005438203923404217
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,14,0.0191,0.005647511221468449
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,15,0.0249,0.005850216839462519
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,16,0.0199,0.006047008093446493
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,17,0.0246,0.00623986916616559
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,18,0.0224,0.0064283632673323154
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,19,0.0233,0.006612657103687525
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,20,0.0244,0.006793301086872816
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,21,0.0228,0.006968827918171883
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,22,0.0218,0.007140352390706539
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,23,0.0188,0.007309990935027599
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,24,0.0194,0.007475920952856541
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,25,0.0155,0.00764068216085434
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,26,0.0174,0.007802270352840424
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,27,0.0241,0.007960217073559761
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,28,0.0157,0.008117809891700745
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,29,0.0147,0.008273119106888771
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,30,0.0155,0.008424906060099602
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,31,0.0177,0.008576564490795135
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,32,0.0163,0.00872595515102148
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,33,0.0161,0.008872034959495068
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,34,0.0146,0.00901728868484497
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,35,0.0161,0.009161636233329773
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,36,0.0195,0.009302536025643349
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,37,0.0175,0.009443052113056183
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,38,0.0099,0.009582219645380974
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,39,0.0161,0.009718828834593296
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,40,0.0146,0.009855265729129314
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,41,0.0143,0.009989357553422451
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,42,0.0106,0.010123868472874165
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,43,0.0131,0.010255545377731323
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,44,0.0118,0.010385402478277683
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,45,0.0146,0.010515134781599045
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,46,0.0109,0.010643537156283855
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,47,0.013,0.010770922526717186
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,48,0.0158,0.010897436179220676
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.05,resnet18,49,0.0152,0.011023292317986488
