aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,0,0.989703,0.2853,0.005798,0.00035315207787789404
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,1,0.968731,0.3518,0.009423,0.0004441330675035715
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,2,0.947304,0.3568,0.013661,0.0005149341886863112
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,3,0.924211,0.3864,0.018069,0.0005787061527371407
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,4,0.901297,0.4212,0.022359,0.0006364556029438972
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,5,0.877879,0.421,0.027114,0.0006959134479984641
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,6,0.856462,0.4458,0.030418,0.000742526666726917
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,7,0.834712,0.468,0.034346,0.0007937506888993084
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,8,0.815257,0.4713,0.037874,0.0008366666734218597
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,9,0.795886,0.4828,0.040528,0.0008822435047477484
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,10,0.777748,0.5124,0.042892,0.0009257780620828271
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,11,0.76132,0.5099,0.045778,0.0009650698048062623
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,12,0.744723,0.528,0.048387,0.001009167986921966
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,13,0.729173,0.5396,0.051203,0.0010532120941206813
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,14,0.715033,0.5342,0.052571,0.0010879706824198365
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,15,0.701285,0.5439,0.05416,0.0011249472154304385
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,16,0.687833,0.5767,0.055977,0.0011640038574114442
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,17,0.675039,0.5701,0.057986,0.001203831983730197
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,18,0.662881,0.5796,0.059364,0.0012388265458866954
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,19,0.65152,0.593,0.060645,0.001272575813345611
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,20,0.640546,0.5963,0.062009,0.0013081072829663754
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,21,0.630084,0.6072,0.063048,0.0013424212811514735
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,22,0.62035,0.6207,0.064218,0.0013763161841779947
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,23,0.611087,0.6151,0.065298,0.0014065982541069388
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,24,0.601938,0.6187,0.065986,0.0014423091197386384
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,25,0.593085,0.6366,0.06686,0.0014760550111532211
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,26,0.585285,0.6451,0.067452,0.0015053231036290526
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,27,0.577883,0.6528,0.068323,0.001537300762720406
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,28,0.570584,0.6481,0.068776,0.0015690403524786234
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,29,0.564023,0.659,0.069241,0.0015976304421201348
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,30,0.557755,0.6603,0.069863,0.0016283916775137186
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,31,0.552219,0.6644,0.070449,0.0016543116653338075
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,32,0.546593,0.6614,0.070951,0.0016844073543325067
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,33,0.541593,0.663,0.071453,0.0017103225691244006
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,34,0.53682,0.6692,0.071683,0.001738783554174006
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,35,0.532167,0.6737,0.072037,0.0017664190381765366
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,36,0.528026,0.6758,0.072271,0.0017923496197909117
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,37,0.524111,0.6796,0.072484,0.001820496516302228
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,38,0.520665,0.6828,0.072817,0.0018468196503818035
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,39,0.517383,0.6987,0.07295,0.0018748276634141803
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,40,0.514557,0.6933,0.07317,0.0018996098078787327
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,41,0.512119,0.6831,0.073339,0.0019233319908380508
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,42,0.509968,0.7011,0.073539,0.0019462899072095752
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,43,0.508111,0.6916,0.073703,0.0019710962660610676
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,44,0.50649,0.7,0.073821,0.0019954636227339506
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,45,0.505188,0.709,0.073958,0.0020199581049382687
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,46,0.504179,0.711,0.074072,0.002043345244601369
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,47,0.503434,0.7234,0.074163,0.0020674550905823708
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,48,0.502982,0.7121,0.074212,0.002090943744406104
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,50.0,1,0.05,resnet18,49,0.502823,0.7144,0.07427,0.00211656978353858
